gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure
1,0,0,0,-0.8295205827584317,1,2,1,1.6015836982411773,-0.39608102751910806,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,0.7431865417736487
1,1,1,0,0.7992939660427822,1,0,1,1.3190782082129364,1.4124407517752264,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,0.6923892038589089
0,0,1,0,1.6137012404433893,1,2,1,1.624848856243503,2.579249646340333,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.8213828802737881
0,0,0,0,0.3106496014024181,1,0,1,-1.4677553610656522,-0.6421839119003181,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.6718856258855957
0,0,0,0,-1.2774445836787656,1,0,0,0.20401242110146783,-0.9761191917387739,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.42158892367692125
0,1,0,0,-1.1960038562387048,1,0,1,0.7341256641544608,-0.9098751558586043,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,-0.09728550469884903
0,1,0,0,0.3106496014024181,1,0,1,0.8903345821700764,0.6143998890042258,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.4658920687507534
1,0,0,1,-1.2774445836787656,1,0,1,-0.49560411596847015,-0.9854123403910737,0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.5940863834239438
1,0,1,0,-0.0965540357978854,1,0,0,-1.4943441130683104,-0.7528408102233072,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.697722317978875
1,0,1,1,-0.38159658183809786,1,0,1,1.1661928841976528,0.021801626012211996,1,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,0.5894264728213647
1,0,1,1,-1.2774445836787656,1,2,1,0.3236618051134285,-0.974529864653345,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.39208817046602906
0,1,1,0,0.47353105628253944,1,2,0,1.3091074262119398,0.9773183141644619,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,0.6347565653708791
1,0,0,0,1.3286586944031769,1,2,1,1.475287126228552,2.0569791068785492,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,0.7210686175682018
0,1,0,0,-1.0331224013585834,1,0,1,-0.5504434169739522,-0.8571624741918782,0,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.3053272747381619
1,1,0,0,1.6137012404433893,1,2,1,-1.3181936310507012,-0.21721550844646073,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.6007375235599614
0,1,0,0,-0.9924020376385531,1,2,1,1.1761636661986499,-0.606313682541679,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,0.6519107070527682
0,0,0,0,-0.6666391278783103,1,2,1,0.014567563082529699,-0.5468022127872848,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.0032797671740658323
1,1,1,1,1.369379058123207,1,2,1,1.15456030519649,2.004420943122907,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0.6662207739087982
1,0,0,0,-1.2774445836787656,1,0,1,0.22561578210362715,-0.9758322299039047,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.4162623987916213
1,0,0,1,-1.1960038562387048,1,0,0,-0.29452667894836937,-0.9378649717519915,0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.35705602602809444
1,0,1,0,0.8400143297628127,1,2,0,0.9684390411778845,1.2128698326174077,1,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.5238009546832455
1,1,1,0,-0.9924020376385531,1,0,1,-0.012021188920128179,-0.7506113375062471,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,0.056705695510785366
1,1,1,0,1.4915401492832983,1,2,1,1.4503601712260603,2.223416971102634,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.7108419735859555
0,0,0,0,-1.1145631287986442,1,0,1,0.682609957149311,-0.8217999465410846,0,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.1458908429492697
0,0,1,1,1.6137012404433893,1,2,0,1.4187860282229037,2.3375394854313503,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0.6984630752284039
0,0,1,0,-0.7888002190384014,0,1,1,-0.532163649972125,-0.7277868346405039,1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,-0.2610907782319481
0,0,0,0,-1.1552834925186746,1,2,1,0.6942425361504742,-0.8654181454411896,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.05173427228450524
0,0,1,1,0.880734693482843,1,2,0,0.8820255971692458,1.1845268329272585,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.47691760277906664
1,0,1,0,1.6137012404433893,1,2,0,0.7042133181514708,1.708519143398257,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.378579717733128
1,0,0,0,-0.8295205827584317,1,2,1,1.393859073220412,-0.45384865227699,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.5782218598229971
1,0,0,0,-1.2774445836787656,0,1,1,-1.3165318340505352,-0.9963168901160998,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.7964943290653436
1,1,0,0,-1.2774445836787656,1,0,0,-0.6501512369839195,-0.9874652212097528,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.6321915229880131
0,0,1,0,0.880734693482843,1,2,0,1.5151702542325387,1.5942862591330527,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,0.7534946138163356
1,0,1,1,1.4915401492832983,1,2,1,0.47987072312904416,1.385687079170506,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0.26656297155953834
0,0,0,0,0.6364125111626608,1,0,0,-0.3078210549496983,0.1525017048014436,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,-0.12380524359010318
0,0,1,1,0.6364125111626608,1,2,1,1.2791950802089493,1.2165561884961111,1,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,0.6823479921116257
0,0,1,0,-0.9924020376385531,1,2,1,0.8471278601657574,-0.6790695446746478,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,0.3518042793271486
1,0,1,1,1.5729808767233588,1,2,1,0.8803638001690798,1.901754828201658,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0.4973959595253484
1,0,0,0,-1.2367242199587352,1,0,1,-0.5637377929752814,-0.966605303213498,1,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.4975260476827365
1,0,1,0,1.4100994218432374,1,0,1,1.2010906212011416,1.9651292457331362,0,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,0.6202287298503846
1,0,1,1,0.06632741908223598,1,2,1,1.0947356131905097,0.49802582797115214,0,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0.5941969319219357
0,0,0,0,-1.1960038562387048,1,0,1,0.16911468409797886,-0.9191903784982017,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.18373910091410264
0,0,1,1,-0.9516816739185228,1,0,1,0.0278619390838584,-0.7454901724531984,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,-0.03021226441241764
1,0,1,1,1.5729808767233588,1,0,1,1.325725396213601,2.2102608746732506,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,0.6564632924248196
1,0,0,0,1.002895784642934,1,2,1,0.8537750481664219,1.3014306696554754,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,0.47521701947833456
1,0,0,0,1.6137012404433893,0,1,1,-0.035286346922454,0.9636986640018281,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,-0.00019289065421060873
0,1,1,1,0.6364125111626608,1,0,1,1.3207400052131024,1.2300213207476618,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,0.6925494997412426
1,0,0,0,-0.5851984004382496,1,0,0,-1.4843733310673135,-0.8300114698158008,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.6559560186301208
1,0,1,1,0.43281069256250915,1,2,1,1.3140928172124378,0.9579815012917436,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0.6556541738427871
0,0,1,1,1.6137012404433893,1,2,1,0.9468356801757247,1.9456158409620363,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.4991533822073263
1,0,1,1,0.10704778280226633,1,2,1,0.28876406810994004,0.1674016462273398,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,0.20889862449845914
1,0,0,0,-1.1552834925186746,1,0,0,-1.46443176706532,-0.9751700102849761,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.7631420886296959
0,0,1,1,0.6771328748826912,1,2,0,-1.3132082400502028,-0.4725011715434823,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.6054277841027981
0,0,1,1,1.5729808767233588,1,2,0,1.1877962451998125,2.0964694701539988,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,0.5977918484425089
1,0,1,1,-0.8702409464784621,1,0,0,0.85876043916692,-0.5570224689060846,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.3907744101119075
1,0,1,1,1.247217966963116,1,2,1,0.8188773111629334,1.463828994204095,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.4308727284591778
0,1,0,0,1.3286586944031769,1,2,1,1.0199547481830342,1.7400407972592642,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0.5427976518266233
0,0,0,1,0.6771328748826912,1,0,0,-1.4727407520661506,-0.5550578840365961,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.6667237935520963
0,0,0,0,-0.13727439951791576,1,2,1,1.1246479591934997,0.2875282851010096,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,0.59984734073799
0,1,1,0,-0.7073594915983407,1,2,1,0.6078290921418354,-0.4519061413947992,1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,0.2863267202136212
0,0,1,1,-1.1552834925186746,1,0,1,-1.4893587220678117,-0.9708214347873442,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,-0.7308551531711082
0,0,1,0,1.6137012404433893,1,2,0,1.475287126228552,2.431530523344634,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0.7462614797839516
0,1,1,0,-0.2594354906780068,1,0,1,0.6959043331506402,-0.09488147084302856,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,0.25210265967922585
0,1,1,0,0.10704778280226633,1,2,0,1.2393119522049623,0.5168107911614302,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0.5692129937694571
0,0,0,0,1.002895784642934,1,2,0,0.9950277931805424,1.4070105509000108,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,0.5427946548268484
1,0,1,1,-0.1779947632379461,1,2,0,-0.012021188920128179,-0.21180738155854284,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.0158925525788581
0,0,1,0,-0.30015585439803716,1,2,1,-1.261692533045053,-0.6835726380833631,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5401907765963524
0,0,1,0,0.5956921474426305,1,0,1,0.042818112085353605,0.32648887268131593,0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,0.02906581157071895
0,0,1,1,1.002895784642934,1,2,0,0.014567563082529699,0.6206909753840486,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,0.03950163237550595
1,1,1,0,-0.6666391278783103,1,2,1,0.6743009721484804,-0.39325555714501215,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,0.33858571379982816
1,0,0,0,-1.1145631287986442,1,0,1,-0.29785027294870164,-0.8863001374247419,0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.25318879076474476
1,0,1,0,-0.62591876415828,1,0,1,0.1873944510998066,-0.4714416201531964,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0.10282338532966465
0,1,0,0,0.9621754209229036,1,2,1,1.329048990213933,1.425420256306229,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,0.5818967362257483
1,0,1,1,1.6137012404433893,1,0,0,-1.4893587220678117,-0.4234086237935666,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.7055954138731061
0,1,0,0,-0.46303730927815856,1,2,1,0.9800716201790471,-0.13604945715309733,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.4677917384650913
0,0,1,1,0.6364125111626608,0,1,0,-0.6567984249845842,-0.03779813969137281,0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,-0.26798097682768923
0,0,1,0,1.4508197855632678,1,2,0,1.6663937812476561,2.45534835563877,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.8604587047916041
0,0,0,0,-0.0965540357978854,1,2,0,1.3838882912194153,0.4105686902979659,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,0.6955009777021961
0,0,1,0,-1.1960038562387048,1,0,1,-0.6202388909809294,-0.9499615167910894,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.46932278130287886
0,1,0,0,-0.748079855318371,0,1,0,-0.8329489070021932,-0.7017616036166052,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.2461140730965771
0,0,0,1,-1.1552834925186746,1,0,1,-1.4860351280674797,-0.9696735874478677,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,-0.7223327133546282
0,0,1,1,1.5729808767233588,1,2,1,1.0299255301840309,2.016451266200112,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0.5565340435082942
1,0,1,1,-0.9924020376385531,1,2,0,-1.341458789053027,-0.9173803115397966,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.6311899542061618
1,0,1,1,1.1657772395230555,0,1,0,-1.03568814102246,-0.07271918759621414,0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,-0.4429214575847977
1,0,1,1,1.6137012404433893,1,2,0,0.8537750481664219,1.8912696842352865,0,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,0.47151607078981633
0,0,0,0,-1.1145631287986442,1,2,1,0.6394032351449919,-0.8199015836334889,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.157636513209162
0,0,0,0,0.6771328748826912,1,0,0,0.0876866310898392,0.45248719217615374,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,0.0813497506467732
1,0,0,0,-0.9924020376385531,1,0,1,-1.4976677070686424,-0.9328541766354309,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,-0.6950172011223207
1,0,0,0,-1.1960038562387048,1,0,1,0.5180920541328647,-0.8953725462040654,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.03731168182584689
1,0,1,1,-0.9516816739185228,1,0,0,-1.5009913010689746,-0.9202720038757852,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.679064941978653
1,0,1,1,1.4100994218432374,1,0,1,-0.3510277769540174,0.6870674551880039,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,-0.07750987724007696
1,0,0,0,0.5549717837226001,1,0,1,-0.6501512369839195,-0.0956982083730406,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,-0.28245416562555004
0,0,1,0,1.4100994218432374,1,2,0,0.3436033691154218,1.2284319936622325,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0.21803994812639854
0,0,1,0,0.9214550572028734,1,0,0,-1.4976677070686424,-0.50411112135368,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.6689357647105083
1,0,1,0,0.025607055362205634,1,2,1,0.2654989101076142,0.07307949850459239,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0.17717513842944788
1,0,1,1,1.2064976032430856,1,0,0,-1.4860351280674797,-0.44943385481746523,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.6737891459017844
0,0,0,1,-1.2774445836787656,1,0,0,-0.6252242819814278,-0.9871341114002884,1,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.6260455327357438
1,0,1,1,0.6771328748826912,0,1,1,-0.8495668770038544,-0.19591411070425357,0,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.40006976314030923
1,0,0,0,-1.2774445836787656,1,0,1,-0.6651074099854147,-0.9876638870954313,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.6358791171393746
1,0,1,0,-0.748079855318371,1,2,1,0.5945347161405068,-0.48426660677311595,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.29216541095327697
1,1,0,0,-0.5851984004382496,1,2,0,0.9684390411778845,-0.2375235767602748,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,0.5016897663604619
0,1,0,0,-1.2774445836787656,1,0,1,0.179085466098976,-0.9764503015482383,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.42773491392919044
0,0,0,0,-1.2774445836787656,1,0,1,0.6909189421501416,-0.96965151346057,1,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,-0.3015372474159293
0,0,1,0,1.6137012404433893,1,2,1,1.7411746462551319,2.758181387374874,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.9123772126662892
1,0,0,0,1.2879383306831464,1,2,0,1.1462513201956595,1.8840294164016653,0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,0.6488093458177772
1,0,1,0,1.4915401492832983,1,2,1,1.5882893222398482,2.4389915310512307,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.8251690989262626
0,0,0,0,-1.2774445836787656,1,2,1,-1.2982520670487077,-0.9960740762558261,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,-0.7919872695470127
1,0,1,1,1.5729808767233588,1,2,0,0.8487896571659234,1.768295501000223,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0.42858363162679347
0,0,1,1,1.369379058123207,1,0,1,-0.5105602889699654,0.42820580614876735,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,-0.20713361405843683
1,0,0,0,-1.2367242199587352,1,0,0,-1.5076384890696393,-0.9850812305816093,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,-0.7261568850671513
0,1,1,0,1.5729808767233588,1,0,1,1.4935668932303794,2.4821461762180856,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,0.7966487774937084
1,0,0,0,-0.8702409464784621,1,0,1,-0.11671439993059413,-0.6851619651687919,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,-0.005641961159456801
1,0,0,1,0.5956921474426305,1,0,1,-0.31446824295036285,0.16428921401837493,0,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.09638067835615374
0,0,1,0,0.10704778280226633,1,0,1,0.18407085709947407,0.05943777435466092,1,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.09756514922494555
1,1,1,0,-0.015113308357824713,1,2,0,1.3822264942192488,0.5469197098353893,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,0.7459753982672969
1,0,1,1,1.125056875803025,1,2,1,1.2958130502106107,1.6281919036222032,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,0.601399399187124
1,0,0,0,-0.8702409464784621,1,0,0,-1.504314895069307,-0.9072924993447822,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.692831960143736
0,0,0,0,-0.13727439951791576,0,1,0,-0.8395960950028577,-0.529407910796757,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,-0.41107245146748284
1,0,1,1,-0.46303730927815856,0,1,1,-1.286619488047545,-0.7576529394541892,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.5811239312555216
1,1,1,0,0.6364125111626608,1,2,1,0.8737166121684152,0.9221774938949973,0,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,0.4593196220320003
0,0,0,1,-1.1960038562387048,0,1,0,-1.166970104035584,-0.9676648546037838,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.6336255873802094
0,0,1,1,0.43281069256250915,1,0,0,-0.48397153696730727,-0.04967394485749456,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.19452252017490224
1,0,0,0,-1.1145631287986442,1,2,0,1.3473287572157604,-0.7643413576053694,0,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.5014022346527534
0,0,0,0,-1.2774445836787656,1,0,1,-0.3094828519498643,-0.9829400538137398,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,-0.5481963228736672
